Type,Days_for _shipping (real),Days_for_shipment (scheduled),Benefit _per_order,Sales_per_customer,Delivery_Status,Late_delivery_risk,Category_Id,Category_Name,Customer_City,Customer_Country,Customer_Fname,Customer_Id,Customer_Lname,Customer_Segment,Customer_State,Department_Id,Department_Name,Latitude,Longitude,Market,Order_City,Order_Country,Order_Customer_Id,order_date (DateOrders),Order_Id,Order_Item_Cardprod_Id,Order_Item_Discount,Order_Item_Discount_Rate,Order_Item_Id,Order_Item_Product_Price,Order_Item_Profit Ratio,Order_Item_Quantity,Sales,Order_Item_Total,Order_Profit_Per Order,Order_Region,Order_State,Order_Status,Product_Card_Id,Product_Category_Id,Product_Name,Product_Price,Product_Status,shipping_date (DateOrders),Shipping_Mode,Delivery_Delay,order_date
PAYMENT,6,2,6.150000095,82,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,8011,Hill,Home Office,PR,5,Golf,18.25571251,-66.37050629,Pacific Asia,Raipur,India,8011,10/25/2015 6:00,20365,502,18,0.180000007,50842,50,0.079999998,2,100,82,6.150000095,South Asia,Rajastán,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,10/31/2015 6:00,Second Class,4,10/25/2015 6:00
PAYMENT,2,2,22.40999985,74.68000031,Shipping on time,0,13,Electronics,Caguas,Puerto Rico,Mary,3296,Smith,Home Office,PR,3,Footwear,18.23466301,-66.37059784,USCA,Pasco,Estados Unidos,3296,6/11/2016 15:00,36146,278,15.30000019,0.170000002,90273,44.99000168,0.300000012,2,89.98000336,74.68000031,22.40999985,West of USA ,Washington,PENDING_PAYMENT,278,13,Under Armour Men's Compression EV SL Slide,44.99000168,0,6/13/2016 15:00,Second Class,0,6/11/2016 15:00
PAYMENT,5,2,25.23999977,90.15000153,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,Frances,3182,Smith,Home Office,PR,3,Footwear,18.26268196,-66.37049866,USCA,Los Angeles,Estados Unidos,3182,8/24/2016 21:00,41234,249,19.79000092,0.180000007,102921,54.97000122,0.280000001,2,109.9400024,90.15000153,25.23999977,West of USA ,California,PENDING_PAYMENT,249,12,Under Armour Women's Micro G Skulpt Running S,54.97000122,0,8/29/2016 21:00,Second Class,3,8/24/2016 21:00
PAYMENT,6,2,30.5699997,117.5800018,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Alice,7864,Smith,Home Office,PR,4,Apparel,18.28279495,-66.37055969,USCA,San Francisco,Estados Unidos,7864,4/13/2016 10:00,32090,365,2.400000095,0.02,80250,59.99000168,0.25999999,2,119.9800034,117.5800018,30.5699997,West of USA ,California,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/19/2016 10:00,Second Class,4,4/13/2016 10:00
PAYMENT,4,2,46.0699997,95.98000336,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Kyle,11169,Thomas,Home Office,PR,4,Apparel,18.27466202,-66.37058258,USCA,Overland Park,Estados Unidos,11169,5/22/2016 14:00,34773,365,24,0.200000003,86866,59.99000168,0.479999989,2,119.9800034,95.98000336,46.0699997,US Center ,Kansas,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/26/2016 14:00,Second Class,2,5/22/2016 14:00
PAYMENT,2,2,-184.7799988,263.9700012,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Brenda,5197,Jordan,Home Office,PR,3,Footwear,18.2689991,-66.37049866,Africa,Ugep,Nigeria,5197,10/4/2016 22:00,44046,191,36,0.119999997,110025,99.98999786,-0.699999988,3,299.9700012,263.9700012,-184.7799988,West Africa,Cross River,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/6/2016 22:00,Second Class,0,10/4/2016 22:00
PAYMENT,5,2,38.75,113.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Frank,1535,Livingston,Home Office,PR,5,Golf,18.2308178,-66.37052155,Africa,Kinshasa,República Democrática del Congo,1535,11/8/2016 12:00,46414,627,6,0.050000001,116033,39.99000168,0.340000004,3,119.9700012,113.9700012,38.75,Central Africa,Kinshasa,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,11/13/2016 12:00,Second Class,3,11/8/2016 12:00
PAYMENT,5,2,-3.650000095,63.99000168,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,Johnny,6122,Smith,Home Office,PR,6,Outdoors,18.26138115,-66.37056732,Africa,Dakar,Senegal,6122,11/11/2016 5:00,46599,917,1.980000019,0.029999999,116462,21.98999977,-0.059999999,3,65.97000122,63.99000168,-3.650000095,West Africa,Dakar,PENDING_PAYMENT,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,11/16/2016 5:00,Second Class,3,11/11/2016 5:00
PAYMENT,5,2,38.22999954,79.66000366,Late delivery,1,37,Electronics,Caguas,Puerto Rico,Mary,9451,Smith,Home Office,PR,6,Outdoors,18.23650742,-66.37051392,Africa,Casablanca,Marruecos,9451,12/8/2016 0:00,48434,828,16.30999947,0.170000002,121134,31.98999977,0.479999989,3,95.97000122,79.66000366,38.22999954,North Africa,Gran Casablanca,PENDING_PAYMENT,828,37,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,12/13/2016 0:00,Second Class,3,12/8/2016 0:00
PAYMENT,3,2,129.3500061,293.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,542,Smith,Home Office,PR,3,Footwear,18.35921478,-66.07779694,Europe,Dortmund,Alemania,542,7/7/2015 5:00,12827,191,6,0.02,32072,99.98999786,0.439999998,3,299.9700012,293.9700012,129.3500061,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/10/2015 5:00,Second Class,1,7/7/2015 5:00
PAYMENT,2,2,132.2899933,269.9700012,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Hannah,11329,Smith,Home Office,PR,3,Footwear,18.29944229,-66.37052155,Europe,Drancy,Francia,11329,7/22/2017 7:00,63936,191,30,0.100000001,159828,99.98999786,0.49000001,3,299.9700012,269.9700012,132.2899933,Western Europe,Isla de Francia,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/24/2017 7:00,Second Class,0,7/22/2017 7:00
PAYMENT,6,2,76.04000092,224.9799957,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,3570,Nelson,Home Office,PR,3,Footwear,18.28996849,-66.37054443,Europe,Nantes,Francia,3570,8/7/2017 6:00,65030,191,74.98999786,0.25,162548,99.98999786,0.340000004,3,299.9700012,224.9799957,76.04000092,Western Europe,Países del Loira,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/13/2017 6:00,Second Class,4,8/7/2017 6:00
PAYMENT,4,2,81.12999725,176.3699951,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Austin,650,Sexton,Home Office,PR,4,Apparel,18.2275734,-66.04563141,Europe,Groningen,Países Bajos,650,9/22/2015 7:00,18108,365,3.599999905,0.02,45253,59.99000168,0.460000008,3,179.9700012,176.3699951,81.12999725,Western Europe,Groningen,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/26/2015 7:00,Second Class,2,9/22/2015 7:00
PAYMENT,2,2,43.52000046,167.3699951,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Michael,9353,Scott,Home Office,PR,4,Apparel,18.2988205,-66.37059784,Europe,Gateshead,Reino Unido,9353,7/2/2017 9:00,62571,365,12.60000038,0.07,156394,59.99000168,0.25999999,3,179.9700012,167.3699951,43.52000046,Northern Europe,Inglaterra,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/4/2017 9:00,Second Class,0,7/2/2017 9:00
PAYMENT,3,2,68.77999878,163.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,54,Olson,Home Office,PR,4,Apparel,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,9/8/2015 12:00,17162,365,16.20000076,0.090000004,42919,59.99000168,0.419999987,3,179.9700012,163.7700043,68.77999878,Northern Europe,Inglaterra,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/11/2015 12:00,Second Class,1,9/8/2015 12:00
PAYMENT,3,2,40.49000168,161.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Vincent,12151,Krueger,Home Office,PR,4,Apparel,18.25048637,-66.37062836,Europe,Hayange,Francia,12151,8/20/2017 7:00,65922,365,18,0.100000001,164735,59.99000168,0.25,3,179.9700012,161.9700012,40.49000168,Western Europe,Alsacia-Champaña-Ardenas-Lorena,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/23/2017 7:00,Second Class,1,8/20/2017 7:00
PAYMENT,2,2,20.93000031,139.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,Hannah,11329,Smith,Home Office,PR,5,Golf,18.29944229,-66.37052155,Europe,Drancy,Francia,11329,7/22/2017 7:00,63936,502,10.5,0.07,159829,50,0.150000006,3,150,139.5,20.93000031,Western Europe,Isla de Francia,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,7/24/2017 7:00,Second Class,0,7/22/2017 7:00
PAYMENT,4,2,12.19999981,107.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Gregory,10018,Rodriguez,Home Office,PR,5,Golf,18.24069786,-66.37055969,Europe,Portsmouth,Reino Unido,10018,8/4/2017 2:00,64813,627,12,0.100000001,162007,39.99000168,0.109999999,3,119.9700012,107.9700012,12.19999981,Northern Europe,Inglaterra,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,8/8/2017 2:00,Second Class,2,8/4/2017 2:00
PAYMENT,3,2,12.71000004,112.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Frances,3182,Smith,Home Office,PR,5,Golf,18.26268196,-66.37049866,Europe,Gelsenkirchen,Alemania,3182,9/18/2017 1:00,67892,502,37.5,0.25,169747,50,0.109999999,3,150,112.5,12.71000004,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,9/21/2017 1:00,Second Class,1,9/18/2017 1:00
PAYMENT,6,2,7.760000229,55.40999985,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,Kyle,4936,Smith,Home Office,PR,6,Outdoors,18.21209908,-66.37050629,Europe,Nice,Francia,4936,7/2/2015 19:00,12525,917,10.56000042,0.159999996,31344,21.98999977,0.140000001,3,65.97000122,55.40999985,7.760000229,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,7/8/2015 19:00,Second Class,4,7/2/2015 19:00
PAYMENT,6,2,101.3899994,299.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Lisa,8707,Smith,Home Office,PR,3,Footwear,18.23131371,-66.37062836,LATAM,Petapa,Guatemala,8707,3/28/2015 0:00,5895,191,0,0,14664,99.98999786,0.340000004,3,299.9700012,299.9700012,101.3899994,Central America,Guatemala,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/3/2015 0:00,Second Class,4,3/28/2015 0:00
PAYMENT,5,2,-285.0700073,178.1699982,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Megan,1025,Todd,Home Office,PR,4,Apparel,18.29652023,-66.04867554,LATAM,Mejicanos,El Salvador,1025,4/2/2017 16:00,56359,365,1.799999952,0.01,140970,59.99000168,-1.600000024,3,179.9700012,178.1699982,-285.0700073,Central America,San Salvador,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/7/2017 16:00,Second Class,3,4/2/2017 16:00
PAYMENT,4,2,42.74000168,170.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,8831,Smith,Home Office,PR,4,Apparel,18.28746414,-66.37054443,LATAM,David,Panamá,8831,5/5/2017 14:00,58613,365,9,0.050000001,146701,59.99000168,0.25,3,179.9700012,170.9700012,42.74000168,Central America,Chiriquí,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/9/2017 14:00,Second Class,2,5/5/2017 14:00
PAYMENT,5,2,49.3199997,170.0700073,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,10679,Smith,Home Office,PR,4,Apparel,18.29108048,-66.37050629,LATAM,Santo Domingo,República Dominicana,10679,4/25/2015 4:00,7824,365,9.899999619,0.059999999,19564,59.99000168,0.289999992,3,179.9700012,170.0700073,49.3199997,Caribbean,Santo Domingo,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/30/2015 4:00,Second Class,3,4/25/2015 4:00
PAYMENT,5,2,80.33999634,167.3699951,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,5007,Smith,Home Office,PR,4,Apparel,18.24984551,-66.37050629,LATAM,Cabimas,Venezuela,5007,4/25/2015 1:00,7814,365,12.60000038,0.07,19544,59.99000168,0.479999989,3,179.9700012,167.3699951,80.33999634,South America,Zulia,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/30/2015 1:00,Second Class,3,4/25/2015 1:00
PAYMENT,5,2,-26.69000053,163.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,5007,Smith,Home Office,PR,4,Apparel,18.24984551,-66.37050629,LATAM,Cabimas,Venezuela,5007,4/25/2015 1:00,7814,365,16.20000076,0.090000004,19542,59.99000168,-0.159999996,3,179.9700012,163.7700043,-26.69000053,South America,Zulia,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/30/2015 1:00,Second Class,3,4/25/2015 1:00
PAYMENT,3,2,-117.3300018,152.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,9854,Smith,Home Office,PR,4,Apparel,18.25671768,-66.37062836,LATAM,Santo Domingo,República Dominicana,9854,6/6/2017 15:00,60807,365,27,0.150000006,152161,59.99000168,-0.769999981,3,179.9700012,152.9700012,-117.3300018,Caribbean,Santo Domingo,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,6/9/2017 15:00,Second Class,1,6/6/2017 15:00
PAYMENT,4,2,47.88000107,152.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Grace,376,Sanchez,Home Office,PR,4,Apparel,18.24754334,-66.0253067,LATAM,Dos Quebradas,Colombia,376,2/18/2017 16:00,53413,365,27,0.150000006,133456,59.99000168,0.310000002,3,179.9700012,152.9700012,47.88000107,South America,Risaralda,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/22/2017 16:00,Second Class,2,2/18/2017 16:00
PAYMENT,4,2,72,150,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Dennis,5417,Meyer,Home Office,PR,5,Golf,18.27673721,-66.37055206,LATAM,Ilopango,El Salvador,5417,4/26/2015 3:00,7888,502,0,0,19707,50,0.479999989,3,150,150,72,Central America,San Salvador,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/30/2015 3:00,Second Class,2,4/26/2015 3:00
PAYMENT,4,2,29.94000053,115.1699982,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Douglas,10759,Smith,Home Office,PR,5,Golf,18.2968483,-66.37050629,LATAM,Tegucigalpa,Honduras,10759,4/10/2015 0:00,6783,627,4.800000191,0.039999999,16956,39.99000168,0.25999999,3,119.9700012,115.1699982,29.94000053,Central America,Francisco Morazán,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/14/2015 0:00,Second Class,2,4/10/2015 0:00
PAYMENT,4,2,23.46999931,144,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,8541,Smith,Home Office,PR,5,Golf,18.29609299,-66.37050629,LATAM,Juazeiro,Brasil,8541,4/11/2017 15:00,56973,502,6,0.039999999,142502,50,0.159999996,3,150,144,23.46999931,South America,Bahía,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/15/2017 15:00,Second Class,2,4/11/2017 15:00
PAYMENT,5,2,68.40000153,142.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,10679,Smith,Home Office,PR,5,Golf,18.29108048,-66.37050629,LATAM,Santo Domingo,República Dominicana,10679,4/25/2015 4:00,7824,502,7.5,0.050000001,19563,50,0.479999989,3,150,142.5,68.40000153,Caribbean,Santo Domingo,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/30/2015 4:00,Second Class,3,4/25/2015 4:00
PAYMENT,6,2,43.65999985,139.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,3752,Vega,Home Office,PR,5,Golf,18.2105732,-66.37058258,LATAM,Mexico City,México,3752,3/16/2017 2:00,55155,502,10.5,0.07,137932,50,0.310000002,3,150,139.5,43.65999985,Central America,Distrito Federal,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/22/2017 2:00,Second Class,4,3/16/2017 2:00
PAYMENT,2,2,13.19999981,132,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,Wayne,4673,Hodges,Home Office,PR,5,Golf,18.20111656,-66.37059021,LATAM,Tlaquepaque,México,4673,3/29/2015 10:00,5991,502,18,0.119999997,14921,50,0.100000001,3,150,132,13.19999981,Central America,Jalisco,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/31/2015 10:00,Second Class,0,3/29/2015 10:00
PAYMENT,4,2,46.20000076,132,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,5367,Mccormick,Home Office,PR,5,Golf,18.21469116,-66.37051392,LATAM,Puebla,México,5367,2/3/2015 0:00,2263,502,18,0.119999997,5671,50,0.349999994,3,150,132,46.20000076,Central America,Puebla,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/7/2015 0:00,Second Class,2,2/3/2015 0:00
PAYMENT,4,2,10.43999958,130.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,5367,Mccormick,Home Office,PR,5,Golf,18.21469116,-66.37051392,LATAM,Puebla,México,5367,2/3/2015 0:00,2263,502,19.5,0.129999995,5669,50,0.079999998,3,150,130.5,10.43999958,Central America,Puebla,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/7/2015 0:00,Second Class,2,2/3/2015 0:00
PAYMENT,4,2,15.56000042,124.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,10485,Smith,Home Office,PR,5,Golf,18.28425598,-66.37058258,LATAM,Mexico City,México,10485,2/18/2017 13:00,53403,502,25.5,0.170000002,133427,50,0.129999995,3,150,124.5,15.56000042,Central America,Distrito Federal,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/22/2017 13:00,Second Class,2,2/18/2017 13:00
PAYMENT,4,2,32.86000061,99.58000183,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Ronald,9272,Blackwell,Home Office,PR,5,Golf,18.20666885,-66.37056732,LATAM,São Paulo,Brasil,9272,1/18/2017 19:00,51298,627,20.38999939,0.170000002,128201,39.99000168,0.330000013,3,119.9700012,99.58000183,32.86000061,South America,São Paulo,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/22/2017 19:00,Second Class,2,1/18/2017 19:00
TRANSFER,5,4,9.600000381,240,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,647,Rios,Consumer,PR,5,Golf,18.35907555,-66.07783508,LATAM,Montevideo,Uruguay,647,3/13/2015 18:00,4919,502,10,0.039999999,12307,50,0.039999999,5,250,240,9.600000381,South America,Montevideo,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/18/2015 18:00,Standard Class,1,3/13/2015 18:00
TRANSFER,6,4,55.09000015,189.9499969,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Tammy,6398,Smith,Consumer,PR,5,Golf,18.26378822,-66.37052918,LATAM,Buenos Aires,Argentina,6398,2/7/2017 9:00,52640,627,10,0.050000001,131580,39.99000168,0.289999992,5,199.9499969,189.9499969,55.09000015,South America,Buenos Aires,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2/13/2017 9:00,Standard Class,2,2/7/2017 9:00
TRANSFER,4,4,68.58999634,188.9499969,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,4209,Lara,Consumer,PR,5,Golf,18.20330429,-66.37052155,LATAM,São Paulo,Brasil,4209,4/3/2015 19:00,6358,627,11,0.059999999,15921,39.99000168,0.360000014,5,199.9499969,188.9499969,68.58999634,South America,São Paulo,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/7/2015 19:00,Standard Class,0,4/3/2015 19:00
TRANSFER,2,4,51.97999954,236.25,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,8917,Smith,Consumer,PR,5,Golf,18.22487068,-66.37052155,LATAM,Barueri,Brasil,8917,4/13/2017 14:00,57106,502,13.75,0.059999999,142841,50,0.219999999,5,250,236.25,51.97999954,South America,São Paulo,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/15/2017 14:00,Standard Class,-2,4/13/2017 14:00
TRANSFER,6,4,-23.62999916,236.25,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,7784,Smith,Consumer,PR,5,Golf,18.25061035,-66.37062836,LATAM,Arapongas,Brasil,7784,4/2/2015 3:00,6245,502,13.75,0.059999999,15634,50,-0.100000001,5,250,236.25,-23.62999916,South America,Paraná,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/8/2015 3:00,Standard Class,2,4/2/2015 3:00
TRANSFER,2,4,66.88999939,136.5,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Christina,1425,Harvey,Consumer,PR,5,Golf,18.27340317,-66.37052155,LATAM,Camagüey,Cuba,1425,1/31/2017 11:00,52166,642,13.5,0.090000004,130341,30,0.49000001,5,150,136.5,66.88999939,Caribbean,Camagüey,PENDING,642,29,Columbia Men's PFG Anchor Tough T-Shirt,30,0,2/2/2017 11:00,Standard Class,-2,1/31/2017 11:00
TRANSFER,3,4,11.46000004,181.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,2737,Smith,Consumer,PR,5,Golf,18.29137993,-66.3705368,LATAM,Las Tunas,Cuba,2737,3/30/2017 23:00,56172,627,18,0.090000004,140494,39.99000168,0.059999999,5,199.9499969,181.9499969,11.46000004,Caribbean,Las Tunas,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/2/2017 23:00,Standard Class,-1,3/30/2017 23:00
TRANSFER,5,4,22.5,225,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,6428,Smith,Consumer,PR,5,Golf,18.24738884,-66.37057495,LATAM,Santo Domingo,República Dominicana,6428,3/25/2017 23:00,55829,502,25,0.100000001,139611,50,0.100000001,5,250,225,22.5,Caribbean,Santo Domingo,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/30/2017 23:00,Standard Class,1,3/25/2017 23:00
TRANSFER,4,4,67.5,225,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,Alexander,6543,Smith,Consumer,PR,5,Golf,18.27920532,-66.37055206,LATAM,Tepic,México,6543,2/5/2017 1:00,52478,502,25,0.100000001,131161,50,0.300000012,5,250,225,67.5,Central America,Nayarit,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/9/2017 1:00,Standard Class,0,2/5/2017 1:00
TRANSFER,3,4,78.27999878,173.9600067,Advance shipping,0,29,Shop By Sport,Guayama,Puerto Rico,Sandra,3990,Smith,Consumer,PR,5,Golf,17.98249054,-66.1126709,LATAM,San Miguelito,Panamá,3990,4/15/2017 14:00,57242,627,25.98999977,0.129999995,143183,39.99000168,0.449999988,5,199.9499969,173.9600067,78.27999878,Central America,Panamá,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/18/2017 14:00,Standard Class,-1,4/15/2017 14:00
TRANSFER,3,4,104.4000015,217.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Ruth,8524,Farrell,Consumer,PR,5,Golf,18.24496079,-66.3705368,LATAM,Ixtapaluca,México,8524,2/15/2015 18:00,3137,502,32.5,0.129999995,7805,50,0.479999989,5,250,217.5,104.4000015,Central America,México,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/18/2015 18:00,Standard Class,-1,2/15/2015 18:00
TRANSFER,3,4,47.84999847,217.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,9204,Harris,Consumer,PR,5,Golf,18.28453636,-66.37060547,LATAM,Maceió,Brasil,9204,5/27/2017 16:00,60127,502,32.5,0.129999995,150464,50,0.219999999,5,250,217.5,47.84999847,South America,Alagoas,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/30/2017 16:00,Standard Class,-1,5/27/2017 16:00
TRANSFER,4,4,44.18999863,169.9600067,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Lauren,11761,Coleman,Consumer,PR,5,Golf,18.28339195,-66.37051392,LATAM,David,Panamá,11761,2/25/2015 20:00,3828,627,29.98999977,0.150000006,9521,39.99000168,0.25999999,5,199.9499969,169.9600067,44.18999863,Central America,Chiriquí,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,3/1/2015 20:00,Standard Class,0,2/25/2015 20:00
TRANSFER,2,4,8.5,212.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,9554,Hayes,Consumer,PR,5,Golf,18.22172546,-66.37059021,LATAM,Belo Horizonte,Brasil,9554,5/31/2017 11:00,60386,502,37.5,0.150000006,151122,50,0.039999999,5,250,212.5,8.5,South America,Minas Gerais,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,6/2/2017 11:00,Standard Class,-2,5/31/2017 11:00
TRANSFER,4,4,83.98000336,167.9600067,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,5118,Smith,Consumer,PR,5,Golf,18.25333214,-66.37051392,LATAM,Santiago de Cuba,Cuba,5118,1/15/2015 4:00,973,627,31.98999977,0.159999996,2420,39.99000168,0.5,5,199.9499969,167.9600067,83.98000336,Caribbean,Santiago de Cuba,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/19/2015 4:00,Standard Class,0,1/15/2015 4:00
TRANSFER,5,4,70.13999939,207.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Gregory,5506,Smith,Consumer,PR,5,Golf,18.22976875,-66.37052918,LATAM,San Pedro Sula,Honduras,5506,4/26/2017 15:00,57999,502,42.5,0.170000002,145119,50,0.340000004,5,250,207.5,70.13999939,Central America,Cortés,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/1/2017 15:00,Standard Class,1,4/26/2017 15:00
